filename,RMS_EHG_2,log2_EHG_2,perm_entropy_EHG_2,svd_entropy_EHG_2,spectral_entropy_EHG_2,sample_entropy_EHG_2,Hjorth_mobility_EHG_2,hjorth_complexity_EHG_2,Approximate entropy_EHG_2,num_zero_cross_EHG_2,petrosian_fd_EHG_2,katz_fd_EHG_2,higuchi_fd_EHG_2,detrended_fluctuation_EHG_2
tpehgt_n001.dat,0.0406204831519695,-4.621648790199621,0.8683481506768584,0.26618819655478326,0.3738707848181052,0.2333832086565654,0.07875467080456505,14.771548284919207,0.26747994630309924,933,1.0119879133415548,2.1484591985640584,1.3252293338768997,1.2778758892770958
tpehgt_n002.dat,0.028132078321976114,-5.151640050771266,0.9349488371844984,0.3158861735343697,0.357992158201576,0.2837527948744945,0.10138674251264974,13.494719837163327,0.33672654777534605,1456,1.0154205300544366,2.088172455178036,1.491133658535503,1.2829627546386646
tpehgt_n003.dat,0.06666089426094886,-3.9070155183334276,0.7958246902657639,0.2330696626557619,0.409998684572406,0.18756823291754857,0.06699503966815996,12.92797961555375,0.22866355560213814,778,1.0091412563673468,2.175217732461456,1.191268299623041,1.2562961766180973
tpehgt_n004.dat,0.02536957534182492,-5.300756819264113,0.9437311958959292,0.2971328359216112,0.31779532821364065,0.2560946993895555,0.09316420526140849,15.063243684639154,0.29071252753323273,825,1.0160697262754546,2.5331967494977903,1.667457361910529,1.3475652872979442
tpehgt_n005.dat,0.04085652730102898,-4.613289605833256,0.8517561403346087,0.18178311581033788,0.38358799620099177,0.13063331977290701,0.047002540152604584,21.359610863687664,0.14302179796227676,570,1.0112781730161418,1.8169843572043203,1.1996033284449574,1.2926079682454468
tpehgt_p001.dat,0.05885639555921369,-4.086656997276828,0.7243411236205086,0.22724444584966394,0.43017611095223396,0.2043017301663401,0.06566314029301693,11.73453188697622,0.23218909998076587,1037,1.0073092930356538,1.9853547211261777,1.1351632293089553,1.2146461350360354
tpehgt_p002.dat,0.010301817046067962,-6.600957365749614,0.833824123141066,0.4799554147957454,0.5011170045744167,0.5705107300071556,0.1976142795958942,5.307806124835364,0.7568262867548481,2235,1.0126923510523707,2.5290100769108705,1.3556122467434075,0.9138631316146689
tpehgt_p003.dat,0.012121016051054156,-6.3663455511637395,0.8349973857239117,0.39337961487426226,0.4210940811523628,0.5153907177296358,0.14076539407160382,8.48989668427172,0.671782394187673,1392,1.0137170877498816,2.4845410623758295,1.4309719226146376,1.0581629119761702
tpehgt_p004.dat,0.0583883101630122,-4.0981766315938115,0.8535013423941957,0.13966128918334955,0.4974700566225652,0.08254767720940169,0.0331074483101878,34.97706651184455,0.08654904728069779,301,1.013093194089504,2.071324296169688,1.3206665413011742,1.0348162732365818
tpehgt_p005.dat,0.028905884098387877,-5.112492991322234,0.8602654011744887,0.2567298069324423,0.4934200254772798,0.2123222862096741,0.07487608123015932,15.226363294587728,0.2546318557777423,601,1.0133671934951494,2.1520583400352273,1.3749638219810467,0.9933112619869069
tpehgt_p006.dat,0.12137557563423017,-3.042449957119888,0.8596554921564329,0.0724683494098703,0.49259860771552805,0.031215703653059704,0.014580267973730398,82.74358737370441,0.03236409414316954,93,1.0139255985948348,1.830833014541669,1.3148505883498331,1.1135500153109108
tpehgt_p007.dat,0.027269585370217436,-5.196563425307348,0.8629443918945581,0.22772929564899091,0.4499995200818901,0.16315836241481016,0.06338280070109481,19.55297813511082,0.18462587563699762,457,1.0144448461715425,2.150254460453401,1.313675777582242,1.00168539699367
tpehgt_p008.dat,0.06383089093351232,-3.9696014051113773,0.8257638645497569,0.10630584464713289,0.41819734361926536,0.0487323055954663,0.023429513828884373,51.98498224002055,0.051959555910823685,173,1.013903915053088,1.9201419846910615,1.3105708613807325,1.0879305567152269
tpehgt_p009.dat,0.028441599774118868,-5.135853574280224,0.8269196681939346,0.20244207687814647,0.4276208960932337,0.13729600754910357,0.05396058333519239,21.884660270111816,0.16242882664030445,491,1.0135757532972172,2.1337472944431943,1.3214060186241985,1.0736741932143832
tpehgt_p010.dat,0.016598737073189297,-5.912782712513358,0.806201271766538,0.26487042974877,0.4297643115680866,0.17496540776431097,0.07857574966662029,17.2198633738793,0.23760429474571843,1823,1.0141252822495077,1.8732676733964706,1.3765076950738007,1.2921826738945206
tpehgt_p011.dat,0.1843013596556753,-2.439861380612906,0.8244608953206958,0.044029693044254414,0.48816995605098285,0.013862040892578028,0.008004226621389426,153.53636628739085,0.014968281705799225,45,1.0145550397190453,1.6391332991801497,1.409152834379922,1.2329946048742184
